yahoo_id,yahoo_name
42508,Taylor Elgersma
42509,TJ Sheffield
42511,Ketron Jackson Jr.
42512,Key'Shawn Smith
42515,Montorie Foster Jr.
42516,Max Hurleman
42519,Dalevon Campbell
42523,Drake Dabney
42524,Luke Deal
42527,Kyrese Rowan
42529,John Hoyland
42530,Cade McDonald
42531,Lucas Scott
42537,Hunter Dekkers
42541,Brett Gabbert
42542,Montana Lemonious-Craig
42545,Sam Brown Jr.
42547,Mitch Van Vooren
42548,Ife Adeyi
42559,Mark McNamee
42560,Winston Wright
42562,Toa Taua
42563,D.K. Kaufman
42564,Lawrance Toafili
42568,Jaden Smith
42571,Thomas Gordon
42587,Nay'Quan Wright
42592,Gunnar Oakes
42596,Shane Watts
42597,Roderick Daniels Jr.
42598,Isaiah Bond
42602,Phil Lutz
99001,Travis Hunter
100001,Atlanta
100002,Buffalo
100003,Chicago
100004,Cincinnati
100005,Cleveland
100006,Dallas
100007,Denver
100008,Detroit
100009,Green Bay
100010,Tennessee
100011,Indianapolis
100012,Kansas City
100013,Las Vegas
100014,Los Angeles
100015,Miami
100016,Minnesota
100017,New England
100018,New Orleans
100019,New York
100020,New York
100021,Philadelphia
100022,Arizona
100023,Pittsburgh
100024,Los Angeles
100025,San Francisco
100026,Seattle
100027,Tampa Bay
100028,Washington
100029,Carolina
100030,Jacksonville
100033,Baltimore
100034,Houston
